Call type,Location,Dispatch time
ASSIST MEDICAL,521 PRESIDENT CLINTON AVE,2022-05-18 02:32:58
BURGLAR ALARM,2600 W 10TH ST,2022-05-18 02:26:48
DISTURBANCE IN PROGRESS,10520 W MARKHAM ST,2022-05-18 02:04:49
SHOTS FIRED,VICTORIA DR / BASELINE RD,2022-05-18 02:03:53
SUBJECT STOP,11700 PLEASANT RIDGE DR,2022-05-18 01:59:35
TRAFFIC STOP,900 S ARCH ST,2022-05-18 01:58:37
DISTURBANCE JUST OCCURRED,4322 ARAPAHO TRL,2022-05-18 01:48:51
INFORMATION REPORT,2503 DIVISION ST,2022-05-18 01:34:00
ASSIST OTHER AGENCY,10609 FACTS CT,2022-05-18 01:17:02
ASSIST MEDICAL,6100 LYNDELL DR,2022-05-18 01:16:06
SHOTS FIRED,1221 RESERVOIR RD,2022-05-18 01:14:18
TRAFFIC STOP,BROOKVIEW DR / MARCIA DR,2022-05-18 01:05:31
LOUD MUSIC,1400 LEANDER DR,2022-05-18 01:04:13
DISTURBANCE IN PROGRESS,5 RICHSMITH CV,2022-05-18 01:03:02
SUSPICIOUS PERSON,500 NAPA VALLEY DR,2022-05-18 00:57:56
DISTURBANCE IN PROGRESS,2115 S OAK ST,2022-05-18 00:53:58
TRAFFIC STOP,FORBING RD / GEYER SPRINGS RD,2022-05-18 00:51:19
SUSPICIOUS PERSON,9500 SOUTHBORO DR,2022-05-18 00:42:02
DISTURBANCE IN PROGRESS,2608 MAPLE ST,2022-05-18 00:38:58
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-05-18 00:28:42
LOUD MUSIC,6706 FAIRFIELD DR,2022-05-18 00:26:04
CHECK CONDITION OF SUBJECT,5320 TIMBERLAND DR,2022-05-18 00:23:00
BURGLAR ALARM,8901 BASELINE RD,2022-05-18 00:13:06
TRAFFIC STOP,1600 S BATTERY ST,2022-05-18 00:11:55
SUBJECT STOP,W MARKHAM ST / BROADWAY ST,2022-05-18 00:10:41
CHECK CONDITION OF SUBJECT,8016 THOMPSON RD,2022-05-18 00:08:42
TRAFFIC STOP,INTERSTATE 630 / S WOODROW ST,2022-05-18 00:00:26
