Call type,Location,Dispatch time
ASSIST OTHER AGENCY,FRONTAGE RD / MABELVALE WEST RD,2022-05-19 06:32:39
STANDBY TO PREVENT DISTURBANCE,1410 W DAISY L GATSON BATES DR,2022-05-19 06:31:28
UNKNOWN,219 RIVER MARKET AVE,2022-05-19 06:27:28
BURGLAR ALARM,13820 BEAU VUE DR,2022-05-19 06:25:12
BURGLAR ALARM,2524 N GRANT ST,2022-05-19 06:21:06
CHECK CONDITION OF SUBJECT,S WOODROW ST / WRIGHT AVE,2022-05-19 06:17:45
THEFT JUST OCCURRED,13400 INTERSTATE 30,2022-05-19 06:17:01
CHECK CONDITION OF SUBJECT,5001 W 65TH ST,2022-05-19 06:05:54
DISTURBANCE IN PROGRESS,302 E ROOSEVELT RD,2022-05-19 05:46:31
POLICE - SUBJECT DOWN,6311 BASELINE RD,2022-05-19 05:45:18
STANDBY TO PREVENT DISTURBANCE,8116 KANIS OAKS DR,2022-05-19 05:39:55
SUBJECT STOP,8818 KANIS RD,2022-05-19 05:24:53
BURGLAR ALARM,425 PRESIDENT CLINTON AVE,2022-05-19 05:15:49
PROPERTY CHECK,306 MARKHAM CENTER DR,2022-05-19 05:14:27
DISTURBANCE IN PROGRESS,2715 W 65TH ST,2022-05-19 05:12:00
BURGLAR ALARM,1920 E 6TH ST,2022-05-19 05:11:17
SUSPICIOUS PERSON,8701 INTERSTATE 30,2022-05-19 05:10:43
FOUND PROPERTY,6000 W MARKHAM ST,2022-05-19 04:42:53
SUSPICIOUS PERSON,406 NOTTINGHAM RD,2022-05-19 04:40:58
BURGLAR ALARM,1920 E 6TH ST,2022-05-19 04:39:47
BURGLAR ALARM,1307 W 4TH ST,2022-05-19 04:39:19
ASSIST MEDICAL,1700 N HUGHES ST,2022-05-19 04:37:59
VEHICLE ABANDONED VEHICLE,2916 S ARCH ST,2022-05-19 04:26:08
DISTURBANCE JUST OCCURRED,8415 W MARKHAM ST,2022-05-19 04:18:47
STANDBY TO PREVENT DISTURBANCE,2415 BROADWAY ST,2022-05-19 04:03:01
BURGLAR ALARM,1401 KANIS PARK DR,2022-05-19 03:57:19
UNKNOWN,11401 MESA DR,2022-05-19 03:55:22
BURGLAR ALARM,600 S BOWMAN RD,2022-05-19 03:31:50
SUSPICIOUS PERSON,9414 STILLMAN DR,2022-05-19 03:25:49
CHECK CONDITION OF SUBJECT,10434 W 36TH ST,2022-05-19 03:24:50
CHECK CONDITION OF SUBJECT,S PINE ST / W 8TH ST,2022-05-19 03:23:55
BURGLAR ALARM,8900 STAGECOACH RD,2022-05-19 03:23:08
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-05-19 02:59:20
PROPERTY CHECK,5001 W 65TH ST,2022-05-19 02:58:26
SUSPICIOUS PERSON,5816 VALLEY DR,2022-05-19 02:57:10
SUSPICIOUS PERSON,1400 LEANDER DR,2022-05-19 02:43:27
SUSPICIOUS PERSON,8701 INTERSTATE 30,2022-05-19 02:41:46
DISTURBANCE IN PROGRESS,701 S SCOTT ST,2022-05-19 02:34:59
DISTURBANCE IN PROGRESS,2000 RESERVOIR RD,2022-05-19 02:32:53
BURGLAR ALARM,1920 E 6TH ST,2022-05-19 02:21:50
BURGLAR ALARM,1001 S UNIVERSITY AVE,2022-05-19 02:13:03
CHECK CONDITION OF SUBJECT,10434 W 36TH ST,2022-05-19 02:07:35
PROPERTY CHECK,306 MARKHAM CENTER DR,2022-05-19 02:04:03
BURGLAR ALARM,2624 S SHACKLEFORD RD,2022-05-19 02:02:44
BURGLAR ALARM,1410 W DAISY L GATSON BATES DR,2022-05-19 01:56:30
ADMINISTRATIVE,3201 W ROOSEVELT RD,2022-05-19 01:52:15
BURGLARY,1524 W 28TH ST,2022-05-19 01:49:08
DISTURBANCE,7410 L ST,2022-05-19 01:34:21
SHOTS FIRED,7110 GRACE RD,2022-05-19 01:15:35
DISTURBANCE IN PROGRESS,10524 W MARKHAM ST,2022-05-19 01:13:42
CHECK CONDITION OF SUBJECT,7724 GEYER SPRINGS RD,2022-05-19 01:12:29
INFORMATION REPORT,8 TOREY PINES DR,2022-05-19 01:07:37
ASSIST MEDICAL,8800 DREHER LN,2022-05-19 01:06:53
DISTURBANCE IN PROGRESS,5201 GEYER SPRINGS RD,2022-05-19 00:53:59
PROPERTY CHECK,9 CROSSINGS CT,2022-05-19 00:50:52
RESIDENTIAL ALARM,13705 LONGTREE DR,2022-05-19 00:46:53
DISTURBANCE IN PROGRESS,10724 W MARKHAM ST,2022-05-19 00:38:40
CHECK CONDITION OF SUBJECT,1425 KAVANAUGH BLVD,2022-05-19 00:31:49
BATTERY,925 S UNIVERSITY AVE,2022-05-19 00:25:25
PROPERTY CHECK,4 CLINT CT,2022-05-19 00:20:43
DISTURBANCE IN PROGRESS,1316 MAIN ST,2022-05-19 00:10:11
